,predicted,review
848,neutral, Rooms were very standard for a 5 star hotel The staff would knock on your door several times in the morning to try and get in to clean  Good location hotel lobby very nice 
849,neutral, Rooms very small whole hotel needs major money spending on it very very very noiseydue to rubbish collections staff on street all hours very limited bar breakfast looked very poor cafes nr bye for half the price very good quality beds very bad  Only the location 
850,neutral, When I booked a small double I thought it was a smaller room not bed My 14 year old daughter and I slept in a 3 quarter bed Location tea making facilities good toiletries
851,bad, Completely over priced for what it is Hotel itself felt like a throw back to the 70 s I believe it was a converted school Rather depressing feel to it No Positive
852,neutral, Noisy even on the 6th floor trams outside running all day and night every 30 seconds with very noisy rails shutter didn t close all the way and curtains didn t meet in the middle so it was a noisy night and light morning  Good location Room was clean
853,neutral, No free WiFi Not allowed to bring food into the hotel Very loud neighbours who slammed the doors all night The hotel is close to restaurants and bars
854,neutral, Our room was not the superior room we booked in our opinion Cleanliness could have been better mould around the shower screen signs of damp in the bedroom and dirty fingerprints on the service hatch in the ceiling Rooms were serviced daily but you could tell the floor had only been swept not mopped or polished  Comfy beds good soundproofing we asked for and got a quiet room with a view Close to rail station and good metro access to city centre 
855,bad, The bed wobbled every time you moved The housekeeping does not replace the coffee coffee cups you have to pay to get extra after the first night No milk either The WIFI is totally useless it automatically disconnects every few minutes and is painfully slow You can t get a good night sleep as the black out curtains don t block out the sun completely and the housekeeping staff are very loud come 8am Very disappointing stay  The hotel was clean 
856,bad, The room was very dusty the air conditioning blew dust around the room leaving me with allergies  The rooms are basic and doesn t equate to a 4 as suggested online The reception area and the facilities are ok 
857,bad, No parking even if on booking com says they have booked a double and received a twin asking for extra blankets as heating was not working and they never showed up with does blankets the worst experiences until now Location is good
858,neutral, You have to leave your keys at reception every time You only get 1 key and we were 2 ppl Old fashioned way no badge system but an old key to open door Very very thin walls You could hear every thing Not enough sockets to charge your phone for example  There were 2 lifts available Air con Internet Location 10 15min walking distance to shops Nespresso coffee machine in room 
859,good, Expensive over night stay Good location near Hyde Park
860,bad, Is very far from underground 20 min C
861,bad, Live in north west London booked for a romantic night close to the action Awful check in experience ruined our stay I had asked the hotel to allow my partner to check in as she was arriving before me via booking com unfortunately the gentleman on the desk couldn t help her he said he couldn t see the note fair enough but you have my card and you have me on the phone with the booking number etc it s a one night booking and you have the power to charge the card anyway as you would if I hadn t turned up I rushed from the other side of the city only to find my girlfriend sat in the lobby almost an hour later perhaps the hotel could have given her a tea or somewhere to change for our evening out When I talked to the lady who was now on the desk she was baffled as to why the person my partner had dealt with while I was also available on the phone had not just charged the card on file and let her into the room All together the knock on effect was that I had to conduct my business activities planned for Friday afternoon on Saturday meaning that we didn t get to enjoy the facilities we missed our evening reservation at a restaurant in Hoxton and my treat for my other half was essentially ruined by a lack of competency from the man on the front desk The hotel made absolutely no attempt to try to make things right You will see from my other reviews that I am balanced and fair in my feedback  The room was clean one of the cleanest I have ever seen and comfortable The Hotel s location is great 
862,bad, Rooms were very noisy and the atmosphere was very strangeNo Positive
863,neutral, Although the staff were nice they screwed our meal orders up twice Our room was really nice the first night large room with a window We decided to come back and stay a second night but got put in a terrible room Very small the air conditioning didn t work so we had to open all the windows in the middle of winter to keep it cool There was a bank of about 50 air conditioning units right outside our window so it was super noisy The bathroom stunk of mold and Lynx deodorant The drains were blocked and the bed was terrible It was super hard and super creaky which woke us up a lot in the night Between the creaky bed and the air conditioning units outside the stuffy heat and the mouldy stench we didn t have a very good sleep at all I think maybe we stayed in an upgraded room the first night without knowing An upgrade was offered to us the second night for 20 pounds but we didn t think we needed it and assumed we d have a similar room as the previous night But we definitely didnt On a different topic the adult movie channel was terrible Super fetishy chin strap ons surgical instruments lots of pvc and horrible badly lit ugly people having gross sex Not my cup tea but if you re into that kind of stuff you ll love this place  The building is beautiful and well maintained great location easy to get around and great value compared to other hotels in the area Very grand and gothic love the links with the titanic too 
864,bad, 12 for an omelette badly cooked then no reduction on bill  designand comfort
865,neutral, Our room was in the basement across the road from the actual hotel in another building and view out of window was the wall Having said that it was very quiet But room was very small and address was NOT Baker Street Didn t have breakfast No Positive
866,neutral, The HVAC unit turned off by itself every 15 minutes We spoke with the staff and they knew of the problem but neither could fix the problem or shift us to a room that had functioning HVAC They said all the HVAC units operated in this fashion Our room was greater than 25 degrees every night and sleeping was miserable The hotel was very clean and the staff was very friendly
867,good, Needs a renovation beds were not that comfortable feels very dated  Its was close to the Olympia centre ideal location if you are going to an exhibition 
868,bad, The water was so hot that I could not take a shower in the morning The hotel was experiencing a problem with the plumbing and hot water was coming out of both the hot and cold taps The staff knew of this before I checked in but didn t mention it  Location
869,neutral, Noise carried from corridors Some of the room lights and bathroom extractor fan didn t work but this didn t spoil our stay Tiny room and bathroom but what do you expect in central London at this price  Great location just a stone s throw from St Pancras Station Helpful staff looked after our baggage Breakfast fine for type of hotel 
870,neutral, There was a blackout late at night staff could have handled the situation better It was too dark to locate my room after climbing several flights of stairs no assistance was offered no torch or matches were available I had to leave the hotel find a shop which sold a cigarette lighter to be able to locate my room the blackout was not the hotel s fault but assistance to guests could have been better handled  Great location
871,bad, We have stayed at the Guesthouse a few times in the past 2 3 years This year we booked a room for 3 nights but unfortunately upon arrival one of our family members has fallen ill and we decided to leave after the first night We told them from the start of the happening and if they could understand us and at least not charge us for the 3rd night No there was no understading but rude and stubborn responses That is not how you treat your regular customers No Positive
872,neutral, small rooms with the inside ones having windows onto the atrium were strange overlooked by passage way on other side of the atrium and claustrophobic with curtains for privacy and no connection to daylight location excellent although not easy to find with 2 park plaza s almost next to each other
873,neutral, Free WiFi did not work in my room as advertised so I did not try paid WiFi There was a Jacuzzi in the bath but it did not work  The bed was very comfortable as was the pillow 
874,neutral, Room temperature controls blower was neither cool nor warm so felt very stuffy in the room Location
875,neutral, Reception did not communicate to me my room rate change well causing me to stay in smaller room with higher rate because I had two different reservations Near beach and shopping mall Near metro station Adjacent to conference center
876,neutral, The hotel is 3 5 km away from Stadio San Siro metro station There is no late night bus with the last bus dropping close to the hotel ending it s run at 8 PM on weekdays and no service on weekends or holidays The hotel s metro shuttle runs till 10 PM on prior booking Be careful if you rely on public transportation and will reach the hotel late as the approach road is deserted The wifi is open without a password or authentication Good if you just want to surf the net but if you plan to get some work done VPN requirements will block you  The room was well maintained and the breakfast was wholesome 
877,good, Staff at front desk really really not friendly except the guys at breakfast Hotel is well decorated and really clean 
878,neutral, Rude receptionist at check in housekeeping rudely waited outside room and demanded to know what time we were checking out room was poorly decorated with mould in bathroom holes hooks in the walls wallpaper coming off and dips in the floor likely to cause injury to drunk people Large bed not comfortable at all and Wembley stadium view was a quite a poor one from what we could see of it anyway the window was embarrassingly dirty Unstocked mini bar couldn t even see through the door s peep hole because it was dirty Lock on bathroom door was also missing seemingly pulled off High price low quality  Nice view but still could ve been improved good location
879,neutral, The hotel rooms are small in size and furniture is very old The whole hotel needs to be renovated as soon as possible  The location of the hotel is one of the best
880,neutral, There is an additional charge for using the leisure facilities Reception staff discourteous at times  Concierge was helpful Room was quite and comfortable 
881,bad, We were confused by two hotels double tree by Hilton central and double tree by Hilton NDSM WARF They run separate hotels even though it s the same name We wanted them to transfer our booking but they said no which was disappointing  View
882,bad, The room is too small and claustrophobic poor value for a lot of moneyNo Positive
883,bad, Very small room and small bed Area
884,good, VERY slow service at bar Location to Wembley outlet shops restaurants and cinema 
885,neutral, The room was small The carpets a bit shabby No bar You had to pay extra for breakfast biggest complaint is after using booking com for 12 years this is the first time we have ever had to give a 50 pound deposit When we settled the next morning it should have been deducted from the bill and it wasn t Will have to complain to booking com Disgraceful  The location is very good for Hyde park Oxford street and public transport The breakfast was good nice selecion The bed was comfortable 
886,neutral, after spending so much of money for the room we were charged euro 15 per person to make use of swimming pool it is much of a shame for such a high rated type of the hotel staff was not really welcoming either No Positive
887,bad, No aircondition dark bathrooms dirty towels No Positive
888,neutral, room size small milk provided had gone off not enough electricity sockets Only one dressing gown in a double room refused to get back to me about my complaints No Positive
889,neutral, The exterior of the hotel didn t look like the picture it was in fact an old run down looking building but that s perhaps Paris for you We wanted to keep the room for 2 more hours on the day we was leaving but the hotel wanted half a days rate which was 90 this was extortionate I requested an Eiffel Tower view which I was supposed to pay extra for but the view was of the tip of the Eiffel Tower and not the full view of the tower as advertised we in fact got a view of the railway line I was not charged for this view though But I would have refused to pay for it if I was in fact charged Whilst inside this hotel was lovely I don t think the hotel reflected the price at all I could have got a bigger and slightly more luxurious 4 hotel for the same price or perhaps a little bit more  The location the quirkiness of the rooms and the hotel inside the staff was nice the rooms were clean and warm once they turned the heating on for us 
890,bad, nothing really acceptable for our purposes
891,bad, Safe wouldn t open Shower door fell off Shower flooded Shower head kept falling off Shuttle that was suppose to take us to the train station was missing  Was quite cheap
892,bad, I booked a superior terrace room for me and my partner for a break away The staff were not very welcoming quite rude We were made to pay upfront for the room usually you pay when you check out Then on the bottom of the receipt it said no refunds why didn t she make that clear and make sure we were happy with the room before payment Nobody helped us with our bags they could see we were struggling The bed was a small double and so uncomfortable Room service and laundry services Were not answering the phone so I had to keep calling reception More of a corporate hotel  Good location
893,neutral, We were awakened at 7 am with a pounding noise very disturbing and couldn t go back to sleep The location of the Hotel near train and subway station
894,bad,22
895,good, Twin beds are tiny no room to manoeuvre  Friendly staff very clean room 
896,bad, Breakfast is badNo Positive
897,neutral, Staff they just don t seem to want to work there Always grumpy and with attitude Not all of them but most are like this Lack of facilities compared to other high end hotels in London They only have a gym and even that gym is useless Lobby hasn t changed since the 90s same with most of the rooms Outdated  Location
898,bad, I was unable to honour this booking as my wife was ill I did inform you and so was VERY suprised to be asked to review our stayNo Positive
899,neutral, The fridge in the room had crumbs of food in it plus kept giving electric shocks and did not keep drinks cold large shower head did not work Room was a good size with a large double bed and a pull out sofa bed
900,bad, Noisy expensive poor service Location of hotel
901,bad, Before I booked with booking com they said that I had got the best deal so I booked with them The next day on my computer TRIVAGO where doing the same deal 100 pounds cheaper I know what I will do next time And there will be next time  Location
902,bad, Wi fi connection is orrible not working Staff
903,neutral, Despite it being Midwinter the temperature of the rooms was very high and the air conditioning made no difference Even the alternative room we were offered was just as hot  Neat rooms
904,bad, We actually expect some refund No ala Carte menu available lack of choice in bar For money spent very poor and actually would have been cheaper if booked direct No Positive
905,bad, Maybe they just painted the wall recently I could smell it When I checked out I complaint about it At the first time the guy worked the front pretended not to understand what I was saying and then he was like Painting I don t think so I had a headache because of the smell  only the location
906,bad,No Negative Definitely not a 4 star hotel The price is not justified 
907,bad, Untidy Nothing
908,good, Took about 45 minutes to check in when I arrived And I was the only one arriving at that time Surroundings were boring In case you want to go out in the evening you need a cab or the tube But only a few stops to Tower Bridge  Big room with dining table and separate bathroom with spa at a very fair price Great location only 5 minutes walk from Canary Wharf Underground Station on Jubilee Line Close to full 3G signal on 11th floor on my 3 subscription 
909,bad, The room I got was very small Insulation is not goo I heard all the noise coming from outside The heater was broken I asked to be fixed but somehow it was not I asked to change the room but there was no free one from the same category Then I asked to change to any other room even if I ve to pay for it so they ve upgraded my room for one night for free I was just disappointed because I though they should have taken these actions before I ask for it  Value of money is good
910,bad, Breakfast was poor Didn t feel like the hotel and staff represented the 5 star statusNo Positive
911,bad, The place is a physical wreak No Positive
912,bad, There was mold on the bathroom ceeling I asked for another room and got another room They told me it was an upgrade for the mold but it was the same size room the gave me discount for the room and free 4 drinks and breakfast Sorry it was not enough I did not feel well for some time after sleeping in the room A hotel should not rent out rooms like this  Breakfast was ok
913,neutral, Room temperature wasn t stable Comlimentery cake on the table was dry tasted as it was there for days Car parking had to pay whis as a customer wasn t very pleasing and to be honest of cancletion fees wasn t implemented I wouldn t stay I could get better for the price Noisy couldn t sleep  Swimming pool
914,neutral, Previous guests toiletries and food in the fridge had not been cleared Dirty under bed The entrance to the hotel is kind of hidden off the main road Very very noisy street through the night with no proper blinds so very bright Difficulty getting a taxi as it s a suburb Intermittent barely there WiFi in the room Impossible staircase to manoeuvre with luggage Definitely not suitable for a business traveller Facility not manned so no help available Cleaner barely speaks English Lots of restaurants predominantly Indian around Comfortable warm double bed Opposite tube station and bus station
915,bad, The staff one guy was rude Also during the check out from 12 till 1pm they have called me 2 times asking me to leave even though i asked for some minutes to come down They tried to charge me 10 euros for checking out 1 hour late I think they are not professional Also it is hard to find a taxi in front of the hotel  Location
916,bad, Overall I had a terrible experience here as I had my purse stolen from the hotel reception while collecting my luggage There is no security whatsoever everyone can come in and out of the reception from the street and while the location is convenient close to the train station it is also one of the rougher areas of Paris so some form of security is a must Some ideas have someone supervising the door at the very least and a door that stays closed unless someone buzzes you in  The room was standard for a budget hotel 
917,good, no free wi fi for a 5star hotel no soundproof rooms nor privacy location not bad clean and friendly staff
918,bad,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)"
919,good,"@VirginAmerica it was amazing, and arrived an hour early. You're too good to me."
920,bad,"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :("
921,bad,@VirginAmerica  DREAM http://t.co/oA2dRfAoQ2 http://t.co/lWWdAc2kHx
922,good,"@VirginAmerica has getaway deals through May, from $59 one-way. Lots of cool cities http://t.co/QDlJHslOI5 #CheapFlights #FareCompare"
923,bad,@VirginAmerica Is it normal to receive no reply from Central Baggage #baggageissues #smh
924,bad,@VirginAmerica Only way to fly! #Elevate #Gold
925,bad,@VirginAmerica you suck!
926,bad,"@VirginAmerica beats expectations, shares take off - Santa Cruz Sentinel http://t.co/qm9dQbai6G"
927,good,@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn
928,bad,"@VirginAmerica I applied for a position in @flyLAXairport ,and I was wondering if you guys received my application."
929,bad,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
930,good,@VirginAmerica Thanks!
931,bad,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
932,good,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
933,bad,@united and what am I suppose to do with that number?
934,bad,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.
935,bad,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it."
936,bad,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!
937,bad,@united Thanks for the lack of help and the canned response from the 1K desk!
938,bad,@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.
939,bad,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.
940,bad,@united  i have a weekend of dealing with your company that would say otherwise.
941,bad,"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?"
942,bad,@united this is atrocious customer service.
943,neutral,"@united hi guys, do you have a general enquires email address please? Thanks David."
944,bad,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T
945,bad,"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed"
946,good,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.
947,bad,@united we've been here since 3am and you've Cancelled Flightled our flight twice
948,bad,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead."
949,bad,@united follow back and I'll give you the details.
950,bad,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
951,bad,@united flew from sdf to ATL to Tampa on Delta. Left early. Arrived early. Crew helpful. Wifi worked!!
952,bad,@united I am impressed with your super-fast reply to @CGJase
953,bad,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
954,bad,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.
955,bad,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure
956,bad,@united now this http://t.co/uygeW2Nosr
957,bad,@united worst flying experience ever and they tried to blame it on ATC?! I watched them load bags for 30min after boarding 45min Late Flight
958,bad,@united lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? #UnitedAirlinesSux
959,bad,@united...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!
960,bad,"@united Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me"
961,bad,"@united Thanks so much , my passport was recovered"
962,bad,"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first."
963,bad,@united I am - thank you!
964,good,@united thank you! Much appreciation for your help.
965,bad,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs
966,bad,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.
967,bad,@united It appears there are six flights to Calgary tomorrow is this correct?
968,bad,@united Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.
969,bad,@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.
970,bad,@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none
971,bad,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.
972,bad,@united No problem just follow me back so I can! Thank you!
973,bad,@united flights taking off from IAD this afternoon?
974,bad,@united you're good. Thank you!
975,bad,"@united sure, but 8 different texts changing time &amp; gate (especially locations across the entire concourse). That just seemed a little off."
976,bad,@united - we're sitting in UA1088 getting delayed because the operations can't find captain. #ridiculous #united
977,bad,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!"
978,bad,@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!
979,bad,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.
980,bad,@united this is for a check-in luggage. Employee told me not to include wheels in the dimensions.
981,bad,"@united Nope, still sitting at the gate!"
982,bad,"@united bagage which i take to in the cabin i dont need to check-in,correct?"
983,bad,@united UA6357 needs de-icing! Stat! We've waited our turn...
984,bad,@united contd... I am being told that I am asking for a refund on a used ticket on a flight that got Cancelled Flightled how is the ticket used?
985,bad,"@united we are on two more flights today, let's hope the kit does not get the same treatment!! http://t.co/Pd3nbAAkxH"
986,bad,@united no because you will charge me or delay me further. United 1612 still waiting.
987,bad,"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate."
988,bad,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-)
989,bad,@united I missed it. Set up in a hotel. Flights delayed in SFO for 6+ hours. Missing all the wedding festivities of my friend. 😞
990,bad,@united after waiting for over an hour we finally board the airplane only to find out we have to call maintenance. And this plane is cold.😡
991,bad,@united you know it's bad when you're praying your connecting flight is delayed because of an hour delay on the first flight #JustGetMeHome
992,bad,@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!
993,bad,@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?
994,good,@united I will thank you!
995,bad,"@United does a great job of answering public messages. Direct private messages, not so much."
996,bad,@united Just saying the truth. You don't even an email! #2015
997,bad,@United I'm pretty sure I've got shin splits from SPRINTING through IAH only to watch my plane pull away from the jet way...
998,bad,@united can you get a gate for UA4727?  Turrible.
999,bad,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.
1000,bad,@united Can I add miles from my January Air China flight to my MileagePlus account?
1001,bad,@united did not get names...Dallas flight and Chicago
1002,bad,"@united I can’t go back to the airport, I’m working, and won’t have time.  Are you telling me there is seriously no other way?"
1003,bad,@united once again your customer service rep was rude!   I asked a question and in turn got attitude.  Jane was no help.  Disgusted again!
1004,bad,@united JT thanks for your help I’ll complete the form once we are back home
1005,bad,@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible
1006,good,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up
1007,bad,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us
1008,bad,"@SouthwestAir Switching planes due to mechanical problems.  How does reboarding work? Was A49, now at end of long line.  Stuck in middle?"
1009,bad,@SouthwestAir 25 year customer but I am 6 3 and those lost 2 or 3 inches really hurt  every time the person in front shifts he raps my knees
1010,bad,@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
1011,bad,@southwestair watching planes do their thing https://t.co/iItoJhUIKH
1012,bad,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|"
1013,bad,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.
1014,bad,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help."
1015,bad,@SouthwestAir no delay. I pay $777.70 for BS A1 ticket. You boarded flight early. I'm last to board. Now have middle seat. Wasted $$$$!
1016,bad,@SouthwestAir sign me up!
1017,bad,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color
1018,bad,@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am
1019,bad,@SouthwestAir I'm stuck in Fort Lauderdale.
1020,bad,@SouthwestAir thanks for the Cancelled Flightation today. Only airline that's Cancelled Flighted. Lost a customer today.
1021,bad,@SouthwestAir PLEASE HELP! I would die to see the Vegas show! It would be amazing to hear their songs for real!
1022,bad,@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??
1023,bad,@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!
1024,bad,@SouthwestAir How do I enter passport information on an existing reservation before check in?
1025,bad,@SouthwestAir might be the worst airline ever
1026,bad,"@SouthwestAir my trip is a month away...why do you consider it ""around the corner""? Is that a setting I can change?"
1027,good,@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir
1028,good,@SouthwestAir Southwest is definitely my favorite airline to fly! :D
1029,bad,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim
1030,good,@SouthwestAir just had a great flight #4223 with Damion! He was the best #damionflight4223
1031,bad,"@SouthwestAir oops, Sorry, Done,"
1032,bad,"@SouthwestAir Times change, I guess. http://t.co/osox9h7fWY"
1033,bad,@SouthwestAir boarded plane only to be told to get off as it wasn't our plane. Now an hour delay. 😭😭
1034,bad,@SouthwestAir hot stewardess flipped me off
1035,bad,@SouthwestAir  why are you the only airlines to Cancelled Flight all flights into BNA? Been stranded in philly for 2 days. Hoping to get out in the AM
1036,bad,"@SouthwestAir there... from my first interaction with your people this morning, after bad weather, sorry but I wont be flying with you again"
1037,bad,@SouthwestAir Awwweesssooomee!
1038,bad,"@SouthwestAir You guys must have been swamped, even took our corporate travel a long time to get in, but everything worked out in the end."
1039,bad,"@SouthwestAir Buying Early Bird was pointless. You moved me to a diff flight b/c first one was delayed, so I lost my boarding position."
1040,bad,"@SouthwestAir have you considered adding the ""we'll call you back when we have someone free"" feature to your support line?"
1041,bad,"@JetBlue Hey guys, why did my last flight earn me 0 pts? http://t.co/1syWlmTZek"
1042,bad,@JetBlue Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!
1043,bad,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.
1044,good,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG
1045,bad,@JetBlue I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??
1046,good,".@JetBlue Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly."
1047,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎
1048,bad,"@JetBlue I believe it's Irina. On the flip-side, super disappointed that EatUp Cafe isn't available on this BOS --&gt; SFO flight today."
1049,bad,@jetblue are going to let Fl382 into a gate in BOS any time soon? We're just sittin' here on the tarmac  waiting.
1050,bad,@JetBlue thank you! Hopefully it's soon! We are supposed to leave at 11:23
1051,bad,@JetBlue you're taking me to New Orleans in two weeks so I'll picture that while I shiver #forevercold
1052,good,@JetBlue love it as always!
1053,bad,"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!"
1054,bad,@JetBlue I only fly Jet Blue
1055,bad,"@JetBlue there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures"
1056,good,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
1057,bad,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear.."
1058,bad,@JetBlue I know you guys are super busy but is flight 1222 an a320 or e190?
1059,bad,@JetBlue someone is here but has no info smh one bag came off  and then nothing
1060,bad,"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K"
1061,bad,@JetBlue do you have a waiver for NY weather today?
1062,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS
1063,bad,@JetBlue 1242 now?! I may cry!
1064,bad,@JetBlue I'm flying your airline just out of #LGA 😷
1065,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu
1066,bad,@JetBlue where is our luggage?? Flight 424 has been waiting an hour for bags! #jetblue #poorservice
1067,bad,@JetBlue safety first !! #lovejetblue
1068,bad,@JetBlue TA off site at #thelodge. Should be a fun day. @YeniettElswood @AndrewBiga @CodyCleverly @HeidiMacey @motherpollock
1069,bad,@JetBlue How is it possible the only way to contact your fraud department is mailing a physical letter? No telephone? No email? REALLY??
1070,bad,@JetBlue glad u happy I have my bag but as a traveler I entrusted u w/ my property &amp; u return it damaged &amp; that's the best answer u have?
1071,bad,.@JetBlue 4 min response time. I'm impressed! I'm in. It's official.  :-) #trueblue  JetBlue gets social.
1072,bad,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!"
1073,bad,"@JetBlue flight was Cancelled Flighted. Do I need to file a claim for the $50 credit I'm entitled to per yr bill of rights, or will it just be issued?"
1074,bad,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage."
1075,bad,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should
1076,bad,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.
1077,bad,@USAirways always fun to get screwed out of an earlier flight (that isn't full) #crummyservice #whydidntiflysouthwest #goodluckamericanair
1078,bad,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
1079,bad,@USAirways strikes again--Late Flight crew #3/4 for the trip and maintenance #2/4.  Worth the extra $200/trip for less hassle and fewer delays
1080,bad,"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat."
1081,bad,@USAirways your lack of customer service has shined. I need you to step up and get my lost baggage to delta. So they can return it to me.
1082,bad,@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople
1083,bad,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up
1084,bad,@USAirways thanks! Any idea when it will be resolved? I'd like to purchase my ticket!
